nohup: 忽略输入
Dataset
sheet has 5097 rows
====================test  ======================
[1147, 2294, 3441, 4588, 5735, 6882, 8029, 9176, 10323, 11470, 12617, 13764, 14911, 16058, 17205]
./jobs/iter_2294.pth 4600 pa = 0.991, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.495, FWIoU=0.981, discore=0.563, BWdiscore=0.995
./jobs/iter_2294.pth 4700 pa = 0.991, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.982, discore=0.493, BWdiscore=0.996
./jobs/iter_2294.pth 4800 pa = 0.956, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.478, FWIoU=0.914, discore=0.447, BWdiscore=0.978
./jobs/iter_2294.pth 4900 pa = 0.992, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.984, discore=0.637, BWdiscore=0.996
./jobs/iter_2294.pth 5000 pa = 0.995, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.497, FWIoU=0.990, discore=0.630, BWdiscore=0.997
./jobs/iter_3441.pth
./jobs/iter_3441.pth 0 pa = 0.924, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.462, FWIoU=0.853, discore=0.523, BWdiscore=0.960
./jobs/iter_3441.pth 100 pa = 0.956, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.478, FWIoU=0.914, discore=0.434, BWdiscore=0.978
./jobs/iter_3441.pth 200 pa = 0.991, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.495, FWIoU=0.981, discore=0.533, BWdiscore=0.995
./jobs/iter_3441.pth 300 pa = 0.954, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.477, FWIoU=0.910, discore=0.674, BWdiscore=0.976
./jobs/iter_3441.pth 400 pa = 0.932, cpa0=0.000, cpa1=0.945, mpa=0.473, mIoU=0.466, FWIoU=0.919, discore=0.688, BWdiscore=0.965
./jobs/iter_3441.pth 500 pa = 0.962, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.481, FWIoU=0.926, discore=0.533, BWdiscore=0.981
./jobs/iter_3441.pth 600 pa = 0.993, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.986, discore=0.531, BWdiscore=0.996
./jobs/iter_3441.pth 700 pa = 0.952, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.476, FWIoU=0.906, discore=0.483, BWdiscore=0.975
./jobs/iter_3441.pth 800 pa = 0.991, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.495, FWIoU=0.982, discore=0.435, BWdiscore=0.995
./jobs/iter_3441.pth 900 pa = 0.960, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.480, FWIoU=0.922, discore=0.467, BWdiscore=0.980
./jobs/iter_3441.pth 1000 pa = 0.980, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.490, FWIoU=0.960, discore=0.588, BWdiscore=0.990
./jobs/iter_3441.pth 1100 pa = 0.934, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.467, FWIoU=0.873, discore=0.701, BWdiscore=0.966
./jobs/iter_3441.pth 1200 pa = 0.987, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.493, FWIoU=0.974, discore=0.643, BWdiscore=0.993
./jobs/iter_3441.pth 1300 pa = 0.928, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.464, FWIoU=0.862, discore=0.436, BWdiscore=0.963
./jobs/iter_3441.pth 1400 pa = 0.986, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.493, FWIoU=0.971, discore=0.647, BWdiscore=0.993
./jobs/iter_3441.pth 1500 pa = 0.944, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.472, FWIoU=0.891, discore=0.480, BWdiscore=0.971
./jobs/iter_3441.pth 1600 pa = 0.992, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.983, discore=0.412, BWdiscore=0.996
./jobs/iter_3441.pth 1700 pa = 0.995, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.498, FWIoU=0.990, discore=0.632, BWdiscore=0.997
./jobs/iter_3441.pth 1800 pa = 0.990, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.495, FWIoU=0.981, discore=0.565, BWdiscore=0.995
./jobs/iter_3441.pth 1900 pa = 0.994, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.497, FWIoU=0.989, discore=0.596, BWdiscore=0.997
./jobs/iter_3441.pth 2000 pa = 0.992, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.983, discore=0.539, BWdiscore=0.996
./jobs/iter_3441.pth 2100 pa = 0.994, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.497, FWIoU=0.989, discore=0.512, BWdiscore=0.997
./jobs/iter_3441.pth 2200 pa = 0.972, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.486, FWIoU=0.944, discore=0.531, BWdiscore=0.986
./jobs/iter_3441.pth 2300 pa = 0.992, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.983, discore=0.438, BWdiscore=0.996
./jobs/iter_3441.pth 2400 pa = 0.995, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.497, FWIoU=0.990, discore=0.499, BWdiscore=0.997
./jobs/iter_3441.pth 2500 pa = 0.990, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.495, FWIoU=0.980, discore=0.545, BWdiscore=0.995
./jobs/iter_3441.pth 2600 pa = 0.995, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.497, FWIoU=0.990, discore=0.534, BWdiscore=0.997
./jobs/iter_3441.pth 2700 pa = 0.977, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.488, FWIoU=0.954, discore=0.533, BWdiscore=0.988
./jobs/iter_3441.pth 2800 pa = 0.993, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.986, discore=0.540, BWdiscore=0.996
./jobs/iter_3441.pth 2900 pa = 0.994, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.497, FWIoU=0.989, discore=0.538, BWdiscore=0.997
./jobs/iter_3441.pth 3000 pa = 0.992, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.984, discore=0.534, BWdiscore=0.996
./jobs/iter_3441.pth 3100 pa = 0.987, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.494, FWIoU=0.974, discore=0.496, BWdiscore=0.994
./jobs/iter_3441.pth 3200 pa = 0.992, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.984, discore=0.553, BWdiscore=0.996
./jobs/iter_3441.pth 3300 pa = 0.936, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.468, FWIoU=0.876, discore=0.533, BWdiscore=0.967
./jobs/iter_3441.pth 3400 pa = 0.987, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.493, FWIoU=0.974, discore=0.539, BWdiscore=0.993
./jobs/iter_3441.pth 3500 pa = 0.943, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.471, FWIoU=0.889, discore=0.548, BWdiscore=0.970
./jobs/iter_3441.pth 3600 pa = 0.989, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.494, FWIoU=0.977, discore=0.560, BWdiscore=0.994
./jobs/iter_3441.pth 3700 pa = 0.919, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.459, FWIoU=0.844, discore=0.523, BWdiscore=0.958
./jobs/iter_3441.pth 3800 pa = 0.960, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.480, FWIoU=0.922, discore=0.531, BWdiscore=0.980
./jobs/iter_3441.pth 3900 pa = 0.990, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.495, FWIoU=0.980, discore=0.535, BWdiscore=0.995
./jobs/iter_3441.pth 4000 pa = 0.992, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.984, discore=0.285, BWdiscore=0.996
./jobs/iter_3441.pth 4100 pa = 0.980, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.490, FWIoU=0.960, discore=0.531, BWdiscore=0.990
./jobs/iter_3441.pth 4200 pa = 0.991, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.982, discore=0.505, BWdiscore=0.996
./jobs/iter_3441.pth 4300 pa = 0.994, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.497, FWIoU=0.988, discore=0.460, BWdiscore=0.997
./jobs/iter_3441.pth 4400 pa = 0.996, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.498, FWIoU=0.992, discore=0.467, BWdiscore=0.998
./jobs/iter_3441.pth 4500 pa = 0.987, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.494, FWIoU=0.974, discore=0.487, BWdiscore=0.994
./jobs/iter_3441.pth 4600 pa = 0.991, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.495, FWIoU=0.981, discore=0.631, BWdiscore=0.995
./jobs/iter_3441.pth 4700 pa = 0.991, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.982, discore=0.633, BWdiscore=0.996
./jobs/iter_3441.pth 4800 pa = 0.956, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.478, FWIoU=0.914, discore=0.418, BWdiscore=0.978
./jobs/iter_3441.pth 4900 pa = 0.992, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.496, FWIoU=0.984, discore=0.577, BWdiscore=0.996
./jobs/iter_3441.pth 5000 pa = 0.995, cpa0=0.000, cpa1=1.000, mpa=0.500, mIoU=0.497, FWIoU=0.990, discore=0.617, BWdiscore=0.997
./jobs/iter_4588.pth
